Gen	Col	A	B	NumActs1	NumActs2	WorkAlloc1	WorkAlloc2	Idle	Fitness	Mean_F	Mean_F_franjo
41	18	0.5	0.5	4082	4011	40.7059	42.1569		0	2069.57	0.0545757	0.527288
41	19	0.5	0.5	4120	3995	44.0196	39.0588		0	2074.24	0.0809874	0.540494
41	20	0.5	0.5	4141	3998	43.0196	39.7843		0	2071.46	0.0593176	0.529659
41	21	0.5	0.5	4073	4118	41.1176	42.549		0	2090.54	0.0260897	0.513045
41	22	0.5	0.5	4028	4061	43.3529	39.8039		0	2074.78	0.0778986	0.538949
41	23	0.5	0.5	4014	4155	41.6667	42.2549		0	2100.98	0.026315	0.513158
41	24	0.5	0.5	4093	4017	42.4118	40.1961		0	2065.86	0.0500472	0.525024
41	25	0.5	0.5	3924	4204	42.4706	40.8039		0	2084.69	0.096838	0.548419
41	26	0.5	0.5	4074	4162	41.3922	42.8431		0	2103.13	0.0833199	0.54166
41	27	0.5	0.5	4228	3955	43.8431	39.1961		0	2070.11	0.0810597	0.54053
41	28	0.5	0.5	4047	4099	41.3725	41.3137		0	2066	0.110757	0.555378
41	29	0.5	0.5	4005	4127	40.7059	42.0784		0	2069.78	0.0886698	0.544335
41	30	0.5	0.5	4117	4036	42.2353	40.902		0	2077.25	0.0308703	0.515435
41	31	0.5	0.5	3626	4595	34.8431	48.1765		0	2051.2	0.0585929	0.529296
41	32	0.5	0.5	4001	4149	42.8627	40.8039		0	2090.68	0.0206291	0.510315
41	33	0.5	0.5	4039	4120	43.3333	39.8431		0	2076.96	0.0794679	0.539734
41	34	0.5	0.5	4356	3815	42.7451	40.4902		0	2079.13	0.0490419	0.524521
41	35	0.5	0.5	4197	3974	44.0392	39.1569		0	2074.65	0.0884786	0.544239
41	36	0.5	0.5	3877	4265	38.8235	44.5098		0	2080.43	0.0792872	0.539644
41	37	0.5	0.5	3950	4238	37.9412	45.4706		0	2075.23	0.081976	0.540988
41	38	0.5	0.5	4230	3934	44.5294	39.1765		0	2091.65	0.0397828	0.519891
41	39	0.5	0.5	3989	4235	41.9608	41.9804		0	2102	0.0451786	0.522589
41	40	0.5	0.5	3996	4201	40.5294	43.1961		0	2091.96	0.0842543	0.542127
41	41	0.5	0.5	4153	3962	42.1765	41.4706		0	2090.98	0.046418	0.523209
41	42	0.5	0.5	4067	4143	40.7843	42.7255		0	2089.33	0.0371389	0.518569
41	43	0.5	0.5	4076	4083	41.3922	42.0196		0	2083.43	0.0465374	0.523269
41	44	0.5	0.5	4261	3926	44.451	38.9608		0	2080.69	0.0849381	0.542469
41	45	0.5	0.5	4031	4151	41.3529	42.0196		0	2085.95	0.0647027	0.532351
41	46	0.5	0.5	3968	4212	40.0784	43.3529		0	2082.06	0.0785684	0.539284
41	47	0.5	0.5	3946	4179	37.4118	46.6667		0	2089.38	-0.00689454	0.496553
41	48	0.5	0.5	3992	4192	39.2941	44.451		0	2087.64	0.0665862	0.533293
41	49	0.5	0.5	4219	3947	43.6863	40.1765		0	2094.23	0.0724322	0.536216
41	50	0.5	0.5	4025	4187	42.1569	41.2941		0	2084.86	0.0574578	0.528729
41	51	0.5	0.5	4316	3827	44.9804	38.0196		0	2071.16	0.0349389	0.517469
41	52	0.5	0.5	4122	4101	42.7059	41.0196		0	2090.67	0.0709967	0.535498
41	53	0.5	0.5	4338	3809	45.8039	37.4314		0	2068.82	0.0148289	0.507414
41	54	0.5	0.5	4046	4055	41.7255	41.6863		0	2086.98	0.0744087	0.537204
41	55	0.5	0.5	4111	4097	44.0196	40.3333		0	2109.64	0.115301	0.557651
41	56	0.5	0.5	3810	4339	38.3725	44.1569		0	2059.58	0.0658645	0.532932
41	57	0.5	0.5	4061	4075	42.1765	41.1961		0	2083.38	0.0615927	0.530796
41	58	0.5	0.5	4401	3818	45.2549	39.3137		0	2111.09	0.0943222	0.547161
41	59	0.5	0.5	3964	4202	39.6471	43.3333		0	2074.57	0.0738171	0.536909
41	60	0.5	0.5	4268	3900	43.902	40.1961		0	2100.55	0.084393	0.542197
41	61	0.5	0.5	4045	4082	42.2353	40.2157		0	2060.21	0.0358686	0.517934
41	62	0.5	0.5	4237	3919	46.0196	37.5882		0	2076.76	0.0658904	0.532945
41	63	0.5	0.5	4014	4134	39.7647	43.1176		0	2072.78	0.0163672	0.508184
41	64	0.5	0.5	4018	4198	42.1765	41.451		0	2088.97	0.0149221	0.507461
41	65	0.5	0.5	4006	4164	42.3137	41.6078		0	2098.89	0.0464257	0.523213
41	66	0.5	0.5	4090	4008	43.549	39.3725		0	2070.81	0.0580672	0.529034
41	67	0.5	0.5	4217	3957	42.451	40.7451		0	2078.58	0.0632642	0.531632
41	68	0.5	0.5	3824	4338	40.0588	43.0784		0	2076.79	0.0435448	0.521772
41	69	0.5	0.5	3870	4232	41.0784	41.5882		0	2066.48	0.0287787	0.514389
41	70	0.5	0.5	3998	4146	39.1961	44.098		0	2077.42	0.0257778	0.512889
41	71	0.5	0.5	3949	4188	40.902	42.0784		0	2073.81	0.0546932	0.527347
41	72	0.5	0.5	4236	3971	45.1373	38.1176		0	2072.25	0.052008	0.526004
41	73	0.5	0.5	4200	3927	41.9608	40.8824		0	2069.29	0.0422394	0.52112
41	74	0.5	0.5	3854	4364	38.4706	44.8039		0	2080.01	0.0574667	0.528733
41	75	0.5	0.5	3918	4264	39.2745	43.4902		0	2067.34	0.0915139	0.545757
41	76	0.5	0.5	4130	4095	40.4314	43.4118		0	2095.07	0.0392968	0.519648
41	77	0.5	0.5	4093	4079	41.902	41.6471		0	2087.5	0.0487553	0.524378
41	78	0.5	0.5	3943	4156	41.5098	41.2941		0	2068.99	0.00832936	0.504165
41	79	0.5	0.5	3957	4196	37.9412	45.1961		0	2067.74	0.0417575	0.520879
41	80	0.5	0.5	3797	4321	39.5098	43.1765		0	2062.43	0.0782463	0.539123
41	81	0.5	0.5	3897	4181	39.9608	43.8824		0	2093.85	0.102714	0.551357
41	82	0.5	0.5	4275	3911	44.6863	39.2549		0	2093.05	0.0846995	0.54235
41	83	0.5	0.5	4117	3957	42.2157	40.5098		0	2069.1	0.0341845	0.517092
41	84	0.5	0.5	4249	3930	40.8824	43.0392		0	2097.33	0.0455147	0.522757
41	85	0.5	0.5	4142	3956	41.9804	40.549		0	2060.18	0.0459057	0.522953
41	86	0.5	0.5	4028	4095	43.2549	39.6863		0	2071.74	0.0188745	0.509437
41	87	0.5	0.5	3983	4214	41.1176	41.7451		0	2070.88	0.00858817	0.504294
41	88	0.5	0.5	4100	3985	41.9216	40.0196		0	2045.48	0.0880296	0.544015
41	89	0.5	0.5	4196	4016	41.6275	42.4314		0	2101.88	0.0894775	0.544739
41	90	0.5	0.5	4131	4012	42.3922	40.7647		0	2076.16	0.0261454	0.513073
41	91	0.5	0.5	4212	3972	43.2941	40.6078		0	2094.63	0.0097483	0.504874
41	92	0.5	0.5	4237	3924	42.4314	40.1176		0	2064.81	0.0925266	0.546263
41	93	0.5	0.5	4034	4115	43.1765	39.9412		0	2077.98	0.0585158	0.529258
41	94	0.5	0.5	4247	3906	41.7647	40.8039		0	2066.87	0.0511535	0.525577
41	95	0.5	0.5	3858	4280	40.2157	43.5882		0	2095.36	0.067789	0.533894
41	96	0.5	0.5	4327	3901	42.9412	40.902		0	2096.36	0.0552116	0.527606
41	97	0.5	0.5	3995	4189	42.6275	40.3529		0	2073.32	0.116054	0.558027
41	98	0.5	0.5	4146	3988	41.7647	41.4314		0	2084.49	0.0314882	0.515744
41	99	0.5	0.5	4143	4021	41	42.6078		0	2091.09	0.0574193	0.52871
42	0	0.5	0.5	4052	4032	41	42.0196		0	2076.32	0.124364	0.562182
42	1	0.5	0.5	3918	4155	38.6471	43.9804		0	2059.9	0.071122	0.535561
42	2	0.5	0.5	4040	4063	41.8039	41.7451		0	2087	0.0277598	0.51388
42	3	0.5	0.5	4399	3723	45.451	37.9216		0	2073.49	0.0982718	0.549136
42	4	0.5	0.5	3865	4255	40.5098	42.3922		0	2072.08	0.0618792	0.53094
42	5	0.5	0.5	4156	3997	40.9216	42.5294		0	2086.05	0.111557	0.555779
42	6	0.5	0.5	4086	4006	41.2157	41.4902		0	2071.48	0.101629	0.550814
42	7	0.5	0.5	4058	4101	40.8824	43.3529		0	2102	0.0912495	0.545625
42	8	0.5	0.5	3943	4171	38.5294	45.5098		0	2099.3	-0.00634441	0.496828
42	9	0.5	0.5	4000	4126	41.3922	42.4706		0	2097.36	0.0511844	0.525592
42	10	0.5	0.5	4189	3915	41.6275	41.6078		0	2080	0.0708393	0.53542
42	11	0.5	0.5	3804	4247	40.8824	42.8235		0	2090.69	0.0860362	0.543018
42	12	0.5	0.5	4092	4007	41.0392	42.4118		0	2087.13	0.0516375	0.525819
42	13	0.5	0.5	4099	4017	43.098	41.2353		0	2106.58	0.0616357	0.530818
42	14	0.5	0.5	4262	3802	45.3333	37.5686		0	2061.25	0.103539	0.551769
42	15	0.5	0.5	4086	4029	41.4902	41.9216		0	2089.43	0.0252637	0.512632
42	16	0.5	0.5	3913	4082	39.0392	43.3922		0	2061.17	0.0901954	0.545098
42	17	0.5	0.5	3997	4159	41.1961	42.7059		0	2094.71	0.0332935	0.516647
42	18	0.5	0.5	3874	4262	39.7647	43.6863		0	2082.27	0.0670341	0.533517
42	19	0.5	0.5	4148	3865	41.3137	41.4118		0	2068.48	0.0448886	0.522444
42	20	0.5	0.5	3929	4178	39.451	43.7647		0	2077.56	0.0487868	0.524393
42	21	0.5	0.5	4096	4011	41.549	41.3137		0	2072.5	0.0421258	0.521063
42	22	0.5	0.5	4157	3899	42.098	40.5882		0	2067.16	0.0735517	0.536776
42	23	0.5	0.5	3862	4215	39.6471	43.3333		0	2072.53	0.0945578	0.547279
42	24	0.5	0.5	4287	3910	43.1569	40.451		0	2086.38	0.0597832	0.529892
42	25	0.5	0.5	4107	3981	42.902	40.6275		0	2088.79	0.0427598	0.52138
42	26	0.5	0.5	4071	3954	41.8235	40.3725		0	2053.67	0.0423679	0.521184
42	27	0.5	0.5	3871	4225	38.902	44.0196		0	2067.79	0.0974803	0.54874
42	28	0.5	0.5	4173	3952	44.4314	38.8235		0	2076.08	0.0358694	0.517935
42	29	0.5	0.5	3962	4164	40.549	42.6471		0	2080.68	0.0115664	0.505783
42	30	0.5	0.5	3942	4189	40.0588	43.1176		0	2076.16	0.0180809	0.50904
42	31	0.5	0.5	3839	4294	40.1569	43.2941		0	2083.98	0.0882482	0.544124
42	32	0.5	0.5	4059	4096	42.1373	41.1176		0	2085.26	0.0246198	0.51231
42	33	0.5	0.5	3998	4114	41.8235	41.5686		0	2083.49	0.0509629	0.525481
42	34	0.5	0.5	4068	4018	42.9804	40.1373		0	2078.08	0.124595	0.562297
42	35	0.5	0.5	4139	3964	43.6471	39.7843		0	2083.4	-0.00988418	0.495058
42	36	0.5	0.5	4072	4067	42.549	41.3725		0	2097.76	0.0410517	0.520526
42	37	0.5	0.5	3961	4174	39.5098	43.6078		0	2078.88	0.090037	0.545019
42	38	0.5	0.5	3939	4100	38.8627	44.2745		0	2073.81	0.0682871	0.534144
42	39	0.5	0.5	4090	3976	41.5098	41.0784		0	2065.45	0.0844921	0.542246
42	40	0.5	0.5	3939	4192	39.8824	43.4902		0	2084.27	0.0419351	0.520968
42	41	0.5	0.5	3908	4177	37.6471	45.5294		0	2069.38	0.0540394	0.52702
42	42	0.5	0.5	4041	4047	40	43.1373		0	2076.9	0.057909	0.528954
42	43	0.5	0.5	3743	4323	38.4314	44.4314		0	2066.19	0.0727563	0.536378
42	44	0.5	0.5	4030	4022	44.1176	38.4314		0	2060.78	0.0547529	0.527376
42	45	0.5	0.5	3926	4201	38.1765	45.7451		0	2086.45	0.0614318	0.530716
42	46	0.5	0.5	4181	3933	40.8431	42.8431		0	2094.92	0.0812121	0.540606
42	47	0.5	0.5	3845	4229	39.2745	43.9412		0	2077.71	0.0547324	0.527366
42	48	0.5	0.5	4020	4078	41.6275	41.7255		0	2083.5	0.0406979	0.520349
42	49	0.5	0.5	4060	4028	43.4314	39.7059		0	2078.53	0.0244227	0.512211
42	50	0.5	0.5	4104	4014	42.7647	40.0392		0	2069.37	0.0509715	0.525486
42	51	0.5	0.5	4135	3995	41.8824	42.0392		0	2096.5	0.016621	0.508311
42	52	0.5	0.5	4172	3857	43.1765	39.3333		0	2059.19	0.0560924	0.528046
42	53	0.5	0.5	4010	4091	39.0588	43.8627		0	2067.8	0.0522298	0.526115
42	54	0.5	0.5	4053	4017	39.5098	43.8627		0	2079.88	0.0610303	0.530515
42	55	0.5	0.5	4228	3846	42.7059	40.6078		0	2083.81	0.0820179	0.541009
42	56	0.5	0.5	4203	3959	42.7843	41.3137		0	2104.03	0.102436	0.551218
42	57	0.5	0.5	3945	4165	40.7843	42.6863		0	2086.56	0.071558	0.535779
42	58	0.5	0.5	3968	4133	42.5686	40.549		0	2075.19	0.035608	0.517804
42	59	0.5	0.5	4217	3865	45.6471	37.2549		0	2060.16	0.0659333	0.532967
42	60	0.5	0.5	3830	4225	39.5882	43.6275		0	2077.78	0.0855002	0.54275
42	61	0.5	0.5	3795	4260	37.6275	45.7843		0	2076.91	0.0721752	0.536088
42	62	0.5	0.5	3723	4343	36.902	45.6863		0	2051.02	0.0322417	0.516121
42	63	0.5	0.5	3947	4076	41.3529	41.9216		0	2078.93	0.0898405	0.54492
42	64	0.5	0.5	4259	3918	44.1569	39.8431		0	2096.9	0.0585404	0.52927
42	65	0.5	0.5	3922	4161	40.3922	42.2941		0	2064.39	0.0694054	0.534703
42	66	0.5	0.5	4126	3933	41.3333	41.8039		0	2077.97	0.0392073	0.519604
42	67	0.5	0.5	4215	3857	42.9412	39.9608		0	2072.75	0.0704418	0.535221
42	68	0.5	0.5	4028	4034	41.3922	41.6471		0	2073	0.00554315	0.502772
42	69	0.5	0.5	3952	4140	42.9804	39.8235		0	2071.3	0.0785363	0.539268
42	70	0.5	0.5	3860	4235	40.0392	42.8431		0	2070.3	0.0286847	0.514342
42	71	0.5	0.5	4323	3881	42.6471	41.1569		0	2097.15	0.0483354	0.524168
42	72	0.5	0.5	4278	3888	42.4902	40.902		0	2087.75	0.0724067	0.536203
42	73	0.5	0.5	4101	4048	42.5098	41.4314		0	2097.32	0.0500534	0.525027
42	74	0.5	0.5	3820	4266	42.7647	40.5098		0	2082.65	0.071048	0.535524
42	75	0.5	0.5	3863	4304	38.2157	45.7843		0	2094.11	0.0814315	0.540716
42	76	0.5	0.5	4201	3812	43.7255	38.8627		0	2060.27	0.0604616	0.530231
42	77	0.5	0.5	4217	3900	43.098	40.3922		0	2084.71	0.0561469	0.528073
42	78	0.5	0.5	4204	3883	45.3137	38.0784		0	2077.41	0.0291947	0.514597
42	79	0.5	0.5	4066	4037	41.6078	41.8235		0	2087.49	0.0566996	0.52835
42	80	0.5	0.5	3993	4057	41.6471	41.1373		0	2072.95	0.0726398	0.53632
42	81	0.5	0.5	3760	4348	38.6863	45.0392		0	2085.72	0.0612276	0.530614
42	82	0.5	0.5	4061	4073	42.3529	41.3137		0	2089.89	0.0720137	0.536007
42	83	0.5	0.5	3912	4156	40.1176	42.7255		0	2071.53	0.0557113	0.527856
42	84	0.5	0.5	4182	3881	43.1569	39.6078		0	2068.77	0.0451538	0.522577
42	85	0.5	0.5	3970	4089	40.8039	41.8235		0	2064.75	0.0517333	0.525867
42	86	0.5	0.5	3933	4229	40.1961	43.3725		0	2085.21	0.10922	0.55461
42	87	0.5	0.5	3910	4197	40.3725	42.8431		0	2077.68	0.0651105	0.532555
42	88	0.5	0.5	4051	4014	42.7255	40.4314		0	2078.76	0.0924279	0.546214
42	89	0.5	0.5	4166	3968	45.5686	37.6275		0	2072.18	0.0553727	0.527686
42	90	0.5	0.5	4198	3932	43	39.902		0	2069.86	0.0588785	0.529439
42	91	0.5	0.5	3967	4105	40.9412	42.4706		0	2084.69	0.076259	0.53813
42	92	0.5	0.5	3938	4181	42.3529	41.2549		0	2090.8	0.0929477	0.546474
42	93	0.5	0.5	4289	3814	43.2353	40.3137		0	2086.89	0.0730786	0.536539
42	94	0.5	0.5	3763	4298	38.451	44.549		0	2066.42	0.0425001	0.52125
42	95	0.5	0.5	3869	4207	38.7255	44.2941		0	2073.08	0.0458791	0.52294
42	96	0.5	0.5	3937	4175	41.7255	41.6078		0	2082	0.0345117	0.517256
42	97	0.5	0.5	4025	4055	40.8235	42.451		0	2077.49	0.0281768	0.514088
42	98	0.5	0.5	4016	4108	40.3529	43.2157		0	2087.17	0.0587145	0.529357
42	99	0.5	0.5	3921	4166	41.7843	41.3333		0	2078.97	0.0469211	0.523461
43	0	0.5	0.5	4329	3833	44.7255	39.1961		0	2092.03	0.0483268	0.524163
43	1	0.5	0.5	4019	4061	41.5686	40.9216		0	2063.42	0.0309352	0.515468
43	2	0.5	0.5	4188	4001	43.8627	39.549		0	2084.52	0.0838742	0.541937
43	3	0.5	0.5	4081	4065	42.5098	41.0392		0	2086.65	0.0338472	0.516924
43	4	0.5	0.5	3952	4263	41.0784	42.5294		0	2091.09	0.0597034	0.529852
43	5	0.5	0.5	3855	4251	41.1176	41.8235		0	2074.95	0.0692394	0.53462
43	6	0.5	0.5	4046	4102	40.4314	42.6078		0	2077.76	0.0793327	0.539666
43	7	0.5	0.5	4118	3981	41.9804	40.9412		0	2074.33	0.0961075	0.548054
43	8	0.5	0.5	4202	4016	44.4118	39.1765		0	2082.37	0.0885579	0.544279
43	9	0.5	0.5	4041	4062	41.0784	41.1373		0	2059	0.0893739	0.544687
43	10	0.5	0.5	3794	4298	38.902	43.902		0	2069.81	0.0543941	0.527197
43	11	0.5	0.5	4092	3988	41.6471	41.4902		0	2080.5	0.0541631	0.527082
43	12	0.5	0.5	3908	4220	38.6078	44.8431		0	2079.69	0.0333323	0.516666
43	13	0.5	0.5	3801	4349	37.2745	46.0392		0	2073.47	0.0293803	0.51469
43	14	0.5	0.5	4025	4137	42.8824	40.2157		0	2076.37	0.0327933	0.516397
43	15	0.5	0.5	4091	4057	43.1176	39.8039		0	2071.52	0.068844	0.534422
43	16	0.5	0.5	4261	3945	44	39.451		0	2080.88	0.104164	0.552082
43	17	0.5	0.5	4041	4060	40.9804	42.1569		0	2080.21	0.0538613	0.526931
43	18	0.5	0.5	3929	4211	40.8824	42.8627		0	2093.89	0.0520533	0.526027
43	19	0.5	0.5	3933	4181	39.5882	43.451		0	2072.25	0.0816594	0.54083
43	20	0.5	0.5	4087	4046	40.451	42.549		0	2076.89	0.0752988	0.537649
43	21	0.5	0.5	4262	3932	41.8039	41.902		0	2096.5	0.0173956	0.508698
43	22	0.5	0.5	4396	3794	44.2745	40.2157		0	2110.29	0.0686793	0.53434
43	23	0.5	0.5	4048	4077	42.2745	41.7451		0	2100.47	0.0712736	0.535637
43	24	0.5	0.5	4056	4096	40.8431	42.1569		0	2075.81	0.0549188	0.527459
43	25	0.5	0.5	3971	4122	41.5294	41.3922		0	2074	0.101679	0.55084
43	26	0.5	0.5	4147	4023	43.7843	39.6078		0	2081.88	0.0700493	0.535025
43	27	0.5	0.5	4076	3996	42.9608	39.902		0	2071.49	0.0576484	0.528824
43	28	0.5	0.5	4179	3941	43.4902	39.6863		0	2074.87	0.0643443	0.532172
43	29	0.5	0.5	3985	4120	41.9804	40.4706		0	2062.69	0.0465043	0.523252
43	30	0.5	0.5	4160	4043	42.2353	41.3725		0	2089.87	0.0448279	0.522414
43	31	0.5	0.5	3946	4191	41.5882	41.5882		0	2077	0.0943624	0.547181
43	32	0.5	0.5	4018	4078	39.8235	42.8039		0	2064.97	0.0459593	0.52298
43	33	0.5	0.5	4139	4043	41.6667	42.4902		0	2100.86	0.0936059	0.546803
43	34	0.5	0.5	4045	4088	42.4902	41.1176		0	2093.79	0.0895832	0.544792
43	35	0.5	0.5	4056	4087	42.1961	40.8824		0	2075.63	0.120945	0.560472
43	36	0.5	0.5	4194	4020	43.4902	40.8235		0	2109.42	0.0574411	0.528721
43	37	0.5	0.5	3978	4137	42.8627	40.549		0	2085.89	0.0276448	0.513822
43	38	0.5	0.5	4093	4000	41.7647	41.0392		0	2069.85	0.0561721	0.528086
43	39	0.5	0.5	4098	4083	42.549	40.9412		0	2086.13	0.129943	0.564972
43	40	0.5	0.5	3927	4263	40.549	43.1961		0	2090.93	0.096283	0.548142
43	41	0.5	0.5	4149	3954	41.451	42		0	2086.49	0.0611373	0.530569
43	42	0.5	0.5	4126	4035	39.6275	43.7059		0	2080.78	0.0316809	0.51584
43	43	0.5	0.5	4264	3846	43.9804	39.451		0	2084.3	0.047744	0.523872
43	44	0.5	0.5	4006	4108	42.6471	40.6078		0	2080.96	0.0396638	0.519832
43	45	0.5	0.5	4115	4054	41	42.4118		0	2085.13	0.0890649	0.544532
43	46	0.5	0.5	4106	3950	40.6275	42.5882		0	2076.6	0.0683317	0.534166
43	47	0.5	0.5	4013	4218	41.6667	42.451		0	2102.32	0.0823466	0.541173
43	48	0.5	0.5	3940	4178	41.1765	42.1176		0	2080.37	0.07619	0.538095
43	49	0.5	0.5	4067	4084	39.8824	43.4118		0	2079.1	0.0734391	0.53672
43	50	0.5	0.5	4020	4106	41.098	41.8824		0	2074.41	0.0322495	0.516125
43	51	0.5	0.5	3944	4167	43.1373	39.9412		0	2074.16	0.0698738	0.534937
43	52	0.5	0.5	4018	4091	40.3922	43.1176		0	2083.37	0.0652947	0.532647
43	53	0.5	0.5	4157	3951	41.2353	42.9412		0	2103.89	0.0687348	0.534367
43	54	0.5	0.5	4182	3926	41.4118	41.5882		0	2072.97	0.0765164	0.538258
43	55	0.5	0.5	3820	4288	38.9804	44.1961		0	2076.28	0.0522333	0.526117
43	56	0.5	0.5	3932	4252	41.6863	41.8039		0	2087.49	0.0352964	0.517648
43	57	0.5	0.5	4160	3962	43.0588	39.5098		0	2063.6	0.0545788	0.527289
43	58	0.5	0.5	4122	3979	42.2745	40.3529		0	2065.93	0.0849483	0.542474
43	59	0.5	0.5	3775	4378	37.6667	45.5294		0	2071.82	0.0456097	0.522805
43	60	0.5	0.5	3992	4131	40.4706	42.6275		0	2076.56	0.0471744	0.523587
43	61	0.5	0.5	3977	4169	42.7255	40.8039		0	2087.52	0.0408859	0.520443
43	62	0.5	0.5	4139	4058	42.2157	41.098		0	2080.14	0.0613311	0.530666
43	63	0.5	0.5	4107	4017	42.5882	40.7255		0	2084.94	0.0645719	0.532286
43	64	0.5	0.5	3947	4224	40.8431	42.6667		0	2090.52	0.0706915	0.535346
43	65	0.5	0.5	4119	4040	39.6667	43.3529		0	2074.78	0.0571364	0.528568
43	66	0.5	0.5	4154	3965	43.0196	40.3333		0	2083.59	0.0287616	0.514381
43	67	0.5	0.5	4133	3984	45.2157	38.5294		0	2084.46	0.0741524	0.537076
43	68	0.5	0.5	3925	4253	41.9608	41.8039		0	2095.5	0.0510971	0.525549
43	69	0.5	0.5	3945	4238	39.8235	44.4118		0	2102.05	0.0449801	0.52249
43	70	0.5	0.5	3987	4157	39.451	44.2745		0	2090.08	0.064525	0.532263
43	71	0.5	0.5	4094	4119	44.7647	38.9804		0	2087.29	0.0187174	0.509359
43	72	0.5	0.5	3866	4297	37.8824	45.7059		0	2082.34	0.0734866	0.536743
43	73	0.5	0.5	4083	4007	40.9804	42.2549		0	2079.26	-0.0080075	0.495996
43	74	0.5	0.5	3876	4231	40.6078	42.5882		0	2075.47	0.0519328	0.525966
43	75	0.5	0.5	3961	4155	42.3529	41.3922		0	2092.33	0.084731	0.542366
43	76	0.5	0.5	3976	4243	41.1765	42.6471		0	2094.56	0.0520591	0.52603
43	77	0.5	0.5	3918	4232	43.6667	39.8431		0	2084.6	0.0174437	0.508722
43	78	0.5	0.5	3876	4296	40.5686	43.4118		0	2095.63	0.116994	0.558497
43	79	0.5	0.5	4150	4065	41.3725	42.6863		0	2103.77	0.0638752	0.531938
43	80	0.5	0.5	4246	3931	41.9412	41.2941		0	2082.43	0.0680414	0.534021
43	81	0.5	0.5	4186	3944	43.3922	39.8235		0	2078.78	0.0842078	0.542104
43	82	0.5	0.5	3901	4219	38.2745	45.2353		0	2080.82	0.0632146	0.531607
43	83	0.5	0.5	3864	4224	39.7059	43.5294		0	2077.4	0.0614456	0.530723
43	84	0.5	0.5	3863	4253	38.9608	43.7843		0	2070.05	0.0778035	0.538902
43	85	0.5	0.5	4215	3964	40.6275	42.9804		0	2090.62	0.0581761	0.529088
43	86	0.5	0.5	4399	3729	45.7647	38.1569		0	2094.39	0.0620618	0.531031
43	87	0.5	0.5	4020	4100	40.8824	41.8235		0	2070.8	0.0631299	0.531565
43	88	0.5	0.5	3980	4174	42.2941	41.3922		0	2093.39	0.0898147	0.544907
43	89	0.5	0.5	4134	3978	38.2745	44.5294		0	2063.87	0.0386004	0.5193
43	90	0.5	0.5	3993	4127	42.4118	40.6078		0	2071.35	0.00386648	0.501933
43	91	0.5	0.5	4012	4099	41.9608	40.6667		0	2064.78	0.0421646	0.521082
43	92	0.5	0.5	3877	4204	40.5098	42.5882		0	2077.25	0.0851351	0.542568
43	93	0.5	0.5	4019	4108	43.0588	39.6863		0	2067.73	0.0273924	0.513696
43	94	0.5	0.5	4040	4164	43.6667	39.8627		0	2085.65	0.0924134	0.546207
43	95	0.5	0.5	4141	4045	43.3137	40.2549		0	2087.17	0.052843	0.526422
43	96	0.5	0.5	4018	4117	40.8431	42.1176		0	2073.72	0.0208487	0.510424
43	97	0.5	0.5	3983	4142	39.6078	43.4706		0	2076.64	0.0628584	0.531429
43	98	0.5	0.5	3912	4262	39.8235	44.1961		0	2099.71	0.0747581	0.537379
43	99	0.5	0.5	3917	4230	41.4706	41.9412		0	2086.47	0.111637	0.555818
44	0	0.5	0.5	4010	3991	43.0784	40.3529		0	2083.56	0.0666914	0.533346
44	1	0.5	0.5	4243	3811	41.1961	42.0784		0	2082.9	0.0762513	0.538126
44	2	0.5	0.5	3728	4390	38	45.5098		0	2080.43	0.0648813	0.532441
44	3	0.5	0.5	3885	4151	38.0784	45.451		0	2078.33	0.101545	0.550773
44	4	0.5	0.5	4060	3991	42.2157	40.6667		0	2076.12	0.0231227	0.511561
44	5	0.5	0.5	4053	3964	41.7843	40.2745		0	2052.68	0.0588405	0.52942
44	6	0.5	0.5	4098	3981	42.451	40.9608		0	2087.11	0.0635287	0.531764
44	7	0.5	0.5	3865	4224	40.7059	42.7255		0	2082.45	0.0350011	0.517501
44	8	0.5	0.5	4142	3959	43.451	39.8627		0	2080.97	0.0573715	0.528686
44	9	0.5	0.5	3903	4138	40.3333	42.902		0	2078.95	0.0462062	0.523103
44	10	0.5	0.5	3916	4135	39.4118	44.098		0	2085.02	0.0492536	0.524627
44	11	0.5	0.5	4089	4011	44.2353	39.4902		0	2092.03	0.0549092	0.527455
44	12	0.5	0.5	4086	3954	42.7843	40.1373		0	2071.46	0.0351666	0.517583
44	13	0.5	0.5	4015	4059	39.8431	43.5882		0	2081.74	0.069641	0.534821
44	14	0.5	0.5	4317	3722	45.3529	37.5294		0	2061.51	0.00336728	0.501684
44	15	0.5	0.5	3825	4209	39.098	43.8627		0	2069.47	0.0685766	0.534288
44	16	0.5	0.5	3991	4131	38.902	44.5294		0	2080.76	0.0579717	0.528986
44	17	0.5	0.5	4286	3801	43.4902	39.5098		0	2071.25	0.0846202	0.54231
44	18	0.5	0.5	4183	3883	44.451	38.7843		0	2080.16	0.0490309	0.524515
44	19	0.5	0.5	3799	4247	39.4314	43.549		0	2072.39	0.0540102	0.527005
44	20	0.5	0.5	4062	4062	40.9804	42.6078		0	2086.21	0.0714317	0.535716
44	21	0.5	0.5	4393	3694	44.8824	38.5294		0	2079.78	0.0682875	0.534144
44	22	0.5	0.5	3959	4097	39.9216	42.7059		0	2068.12	0.0505642	0.525282
